Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2020/006.741;-;CONSTRUNÍVEL ENERGIAS RENOVÁVEIS LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando análise;-;01/05/2020;01/05/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio da Glória;-;Pinhal da Serra;Ponto central do barramento;"-51,2448983019806";"-27,8099371429907";-;-
2020/006.277;-;Fernando Isoton;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;24/04/2020;27/04/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ibicuí;Rio Toropi-Mirim;-;Quevedos;Ponto 1;"-54,1755";"-29,3524";-;-
2020/005.099;O-000.870/2020;BT GERADORA DE ENERGIA ELETRICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;27/03/2020;24/04/2020;-;-;-;3257500;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Guarita;-;Erval Seco;Ponto 1;"-53,5789";"-27,5612";-;-
2020/002.905;-;HDE 01 PARTICIPACOES SOCIETARIAS EIRELI;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;20/02/2020;28/02/2020;-;-;-;15000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio São Marcos;-;Caxias do Sul;Ponto 1;"-51,0080409049988";"-29,0231519320435";-;-
2020/002.866;-;LINHA ONZE OESTE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando análise;-;19/02/2020;19/02/2020;-;-;-;"1141579,48";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Ijuí;-;Coronel Barros;Ponto 1;"-54,0045500199785";"-28,3511124417778";-;-
2020/002.683;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;17/02/2020;05/03/2020;-;-;-;79464;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Buricá;-;Chiapetta;Ponto 1;"-53,9701307613505";"-27,9612491935233";-;-
2020/001.754;-;BORTOLON AGROCOMERCIAL EIRELI;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em análise;-;31/01/2020;06/04/2020;-;-;-;"20588,4";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-50,8559701377817";"-28,2990821433521";-;-
2020/001.523;R-000.836/2020;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;28/01/2020;09/04/2020;-;-;-;300000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Erval Seco;Ponto 1;"-53,5472";"-27,4186";-;-
2020/001.400;-;BARRA DOS CAIXÕES EMPREENDIMENTOS EM ENERGIA LTDA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;24/01/2020;24/01/2020;-;-;-;23720000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuizinho;-;Arroio do Tigre;Ponto 1;"-53,0740928649902";"-29,1970141088696";-;-
2020/001.393;-;LAGOÃO EMPREENDIMENTOS EM ENERGIA LTDA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;24/01/2020;24/01/2020;-;-;-;4830000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuizinho;-;Arroio do Tigre;Ponto 1;"-53,0951642990112";"-29,2077653808761";-;-
2020/001.383;-;FLORESTA EMPREENDIMENTOS EM ENERGIA S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;24/01/2020;24/01/2020;-;-;-;13760000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuizinho;-;Arroio do Tigre;Ponto 1;"-53,143036365509";"-29,2995360263117";-;-
2020/001.330;-;TAQUARAL EMPREENDIMENTOS EM ENERGIA LTDA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;23/01/2020;23/01/2020;-;-;-;13000000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuizinho;-;Arroio do Tigre;Ponto 1;"-53,1617045402527";"-29,3237847550153";-;-
2020/000.802;-;CONSTRUNÍVEL ENERGIAS RENOVÁVEIS LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;16/01/2020;16/01/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio da Glória;-;Pinhal da Serra;Ponto Barramento;"-51,2446845106991";"-27,8099241856622";-;-
2020/000.536;-;USINA HIDRELETRICA SUZANA I LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;13/01/2020;16/01/2020;-;-;-;"219852,32";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Suzana;-;Gaurama;Centro barramento;"-52,082783435041";"-27,5152597908802";-;-
2020/000.360;O-000.645/2020;COOPERATIVA DE DESENVOLVIMENTO SOCIAL ENTRE RIOS LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;09/01/2020;02/03/2020;-;-;-;280000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Buricá;-;Inhacorá;Ponto 1;"-54,1075158119202";"-27,8971975174369";-;-
2020/000.225;-;ALOIRI PAULO FRIGO;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;07/01/2020;17/02/2020;-;-;-;950;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Barra Grande;-;Paraí;Ponto Centro Barragem;"-51,8270532550477";"-28,6557368700625";-;-
2019/025.605;R-000.837/2020;CONSTRUNÍVEL ENERGIAS RENOVÁVEIS LTDA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;17/12/2019;08/04/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio da Glória;-;Pinhal da Serra;Ponto 1;"-51,2537617065137";"-27,8221323593531";-;-
2019/025.588;-;CONSTRUNÍVEL ENERGIAS RENOVÁVEIS LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;17/12/2019;17/12/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio da Glória;-;Pinhal da Serra;Ponto do Barramento CGH São Jorge;"-51,2537617065137";"-27,8221323593531";-;-
2019/025.332;-;CONSTRUNÍVEL ENERGIAS RENOVÁVEIS LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;16/12/2019;16/12/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio da Glória;-;Pinhal da Serra;Ponto do barramento CGH São Jorge;"-51,2537617065137";"-27,8221323593531";-;-
2019/024.861;-;Bernardo José Geração de Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;10/12/2019;24/03/2020;-;-;-;2408;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Bernardo José;-;Pinhal da Serra;Ponto 1;"-51,3604";"-27,8621";-;-
2019/024.217;-;CGH STASIAK USINA HIDRELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;03/12/2019;03/12/2019;-;-;-;100;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Comandaí;-;Sete de Setembro;Ponto 1;"-54,4622222222222";"-28,1269444444444";-;-
2019/023.469;R-000.838/2020;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;25/11/2019;15/04/2020;-;-;-;799473;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio São Marcos;-;São Marcos;Ponto 1;"-51,122088432312";"-29,0186486903895";-;-
2019/022.994;O-000.629/2020;ALS GERAÇÃO DE ENERGIA SPE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;20/11/2019;21/02/2020;-;-;-;145515;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Estrela;-;Estrela;Ponto 1;"-51,9057440757751";"-29,5213386449137";-;-
2019/022.169;-;GUARITA GERADORA DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;11/11/2019;10/02/2020;-;-;-;"412937,08";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Guarita;-;Erval Seco;Ponto 1;"-53,5819444444444";"-27,59";-;-
2019/021.472;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;31/10/2019;05/11/2019;-;-;-;"429589,88";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Conceição;-;Coronel Barros;Ponto 1;"-54,0438";"-28,4082";-;-
2019/021.194;R-000.900/2020;EUGENIO DE CASTRO GERACAO E COMERCIO DE ENERGIA ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;29/10/2019;27/04/2020;-;-;-;"445963,77";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Ijuizinho;-;Eugênio de Castro;Ponto 1;"-54,1852040655927";"-28,5427428128476";-;-
2019/020.046;R-000.839/2020;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;15/10/2019;14/04/2020;-;-;-;2099000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Forquilha ou Inhandava;-;Maximiliano de Almeida;Ponto 1;"-51,7387559110648";"-27,6282253835692";-;-
2019/017.271;-;José Guilherme Antloga do Nascimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/09/2019;12/09/2019;-;-;-;4090000000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Turvo;-;Três Passos;Eixo da barragem;"-53,8421702384949";"-27,4463170394105";-;-
2019/017.138;-;José Guilherme Antloga do Nascimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;10/09/2019;12/09/2019;-;-;-;8500000000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Turvo;-;Miraguaí;Eixo da barragem;"-53,8138461112976";"-27,485842106177";-;-
2019/014.749;R-000.523/2020;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;09/08/2019;08/01/2020;-;-;-;"1681,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Pedras Brancas;-;Campestre da Serra;Ponto 1;"-51,1291666666667";"-28,8130555555556";-;-
2019/013.774;-;Esmeralda S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;29/07/2019;13/08/2019;-;-;-;1370000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Bernardo José;-;Pinhal da Serra;Ponto Central do Eixo da Barragem;"-51,3478016853333";"-27,7887827675864";-;-
2019/013.238;-;MERLIN EMPREENDIMENTOS - EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;22/07/2019;22/07/2019;-;-;-;40000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Rio Erexim;-;Ponte Preta;Ponto 1;"-52,5435090065002";"-27,6877463026546";-;-
2019/013.226;-;COOPERATIVA DE DISTRIBUICAO E GERACAO DE ENERGIA DAS MISSOES;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/07/2019;22/07/2019;-;-;-;2265;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Ijuizinho;-;Entre-Ijuís;Eixo (ponto central);"-54,3117928504944";"-28,4020085740672";-;-
2019/010.925;-;ALOIRI PAULO FRIGO;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/06/2019;19/06/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;ARROIO BARRA GRANDE;-;Paraí;Ponto 1;"-51,8272";"-28,6557";-;-
2019/009.554;-;CRELUZ COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;29/05/2019;01/06/2019;-;-;-;12200;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Jaboticaba;-;Novo Tiradentes;Ponto 1;"-53,1882358806591";"-27,562339571135";-;-
2019/009.333;-;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;27/05/2019;27/05/2019;-;-;-;3000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Guacho;-;Campestre da Serra;Ponto 1;"-51,02319774629";"-28,8081108890092";-;-
2019/009.272;-;Enebras Projetos de Usinas Hidrelétricas Ltda.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;27/05/2019;27/05/2019;-;-;-;"8717516,26";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Ituim;-;Ipê;PONTO CENTRAL BARRAGEM;"-51,3286111111111";"-28,5833333333333";-;-
2019/009.268;O-000.840/2020;RIO DO FRADE GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;27/05/2019;20/04/2020;-;-;-;14600;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Frade;-;Esmeralda;Ponto 1;"-51,0283870699641";"-28,0204617307276";-;-
2019/008.795;O-000.675/2020;LORENZ & FILHOS LTDA - EPP;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;20/05/2019;16/03/2020;-;-;-;1365;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Humaitá;Ponto 1;"-53,9703";"-27,5362";-;-
2019/008.576;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;16/05/2019;16/05/2019;-;-;-;"0,01";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-51,9253";"-27,9046";-;-
2019/008.343;O-000.644/2020;X-6 Geração de Energia Eireli;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;14/05/2019;02/03/2020;-;-;-;154339;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-50,8651";"-28,3207";-;-
2019/007.767;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;06/05/2019;16/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-51,9253";"-27,9046";-;-
2019/006.403;-;ENERGIA ECOSOCIAL LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;17/04/2019;28/04/2020;-;-;-;1;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Arroio Jacob;-;Morro Reuter;Ponto 1;"-51,00430727005";"-29,5380299201811";-;-
2019/006.177;-;CERFOX – COOPERATIVA DE GERAÇÃO E DESENVOLVIMENTO FONTOURA XAVIER;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;15/04/2019;13/11/2019;-;-;-;4250000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Arvorezinha;Ponto 1;"-52,2400975227356";"-28,9708271706572";-;-
2019/005.166;-;SILVEIRA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;02/04/2019;02/04/2019;-;-;-;"458291,87";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-49,9945306777954";"-28,5496954870663";-;-
2019/005.157;-;TOUROS V ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando análise;-;01/04/2019;10/02/2020;-;-;-;498110;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,4245209693909";"-28,50290316766";-;-
2019/005.142;O-000.841/2020;TOUROS IV ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;01/04/2019;20/04/2020;-;-;-;60590;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,4083847999573";"-28,5267355342475";-;-
2019/004.975;-;PALOMA ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;29/03/2019;29/04/2020;-;-;-;61070;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Palomas;-;Barra do Rio Azul;Ponto 1;"-52,3982405662537";"-27,3289150400905";-;-
2019/004.961;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;29/03/2019;22/05/2019;-;-;-;"39455,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,0092751160888";"-29,1671439641435";-;-
2019/004.535;R-000.868/2020;GERALUZ SERVIÇOS DE ENGENHARIA LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;22/03/2019;04/02/2020;-;-;-;1010000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Nova Prata;Ponto 1;"-51,5466666666667";"-28,7419444444444";-;-
2019/004.299;R-000.898/2020;MINOZZO PARTICIPAÇÕES LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;20/03/2019;29/04/2020;-;-;-;"34994,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Vila Flores;Ponto 1;"-51,4937996864319";"-28,8264405107931";-;-
2019/003.691;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;08/03/2019;21/01/2020;-;-;-;"618,83";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-54,1643786430359";"-27,4042327925508";-;-
2019/003.312;-;TOUROS III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;27/02/2019;20/02/2020;-;-;-;161000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Bom Jesus;Ponto 1;"-50,3776";"-28,5343";-;-
2019/003.240;-;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;26/02/2019;28/01/2020;-;-;-;300000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Taquaruçu do Sul;Ponto 1;"-53,5472222222222";"-27,4186111111111";-;-
2019/002.997;O-000.899/2020;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;25/02/2019;30/04/2020;-;-;-;"604917,495";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-52,7264142036438";"-28,6717251018477";-;-
2019/002.931;-;TOUROS II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/02/2019;31/01/2020;-;-;-;24600;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,3528";"-28,5774";-;-
2019/002.305;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;13/02/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-54,1642799376132";"-27,4042556518659";-;-
2019/001.898;O-000.464/2019;CERQUINHA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;06/02/2019;13/12/2019;-;-;-;"33506,93";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio Cerquinha;-;Bom Jesus;Ponto 1;"-50,2411111111111";"-28,5325";-;-
2019/001.476;-;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;29/01/2019;06/02/2019;-;-;-;269500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-49,9897";"-28,5228";-;-
2019/001.440;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;29/01/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;-;Ponto 1;"-54,1638888888889";"-27,4041666666667";-;-
2019/001.316;R-000.897/2020;OLFAR S/A ALIMENTO E ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;25/01/2019;16/04/2020;-;-;-;2223000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Protásio Alves;Ponto 1;"-51,504034549107";"-28,7852920182863";-;-
2019/001.159;-;Enel Brasil S.A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;23/01/2019;02/10/2019;-;-;-;48770000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Fagundes Varela;Ponto 1;"-51,8058333333333";"-28,8941666666667";-;-
2019/001.003;-;COOPERATIVA DE DISTRIBUICAO E GERACAO DE ENERGIA DAS MISSOES;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Outorga;Indeferida;-;20/01/2019;07/02/2019;-;-;-;2265;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Entre-Ijuís;Ponto 1;"-54,3119215965271";"-28,4018122755307";-;-
2019/000.653;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;14/01/2019;15/04/2020;-;-;-;"22524,01";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,0578484317457";"-29,1742686136754";-;-
2019/000.450;-;Hidropan Geração de Energia Elétrica S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;10/01/2019;-;-;-;-;1732993;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Lajeado Alegre;-;Condor;Ponto 1;"-53,4407014903283";"-28,2012457159401";-;-
